recId,Table Name,Field Name,Field Type,Field Options
recBrK6A2xcDNkmoS,Governance docs,Doc Key,formula,"IF({School},{Short Name (from School)},IF({Charter},{Charter},"""")) & "";"" & 
TRIM(MID({Document type}, FIND(""- "", {Document type}) + 2, LEN({Document type})))& "";"" & {Date}"
recgHxvKNxZ61Qsys,Governance docs,School,multipleRecordLinks,Schools
recRcvFJOxKLwitUg,Governance docs,Document type,singleSelect,"Articles of Incorporation, Certificate of Incorporation, EIN Letter, Self management policy, Nepotism policy, Conflict of Interest policy, Bylaws, Document Retention Policy, Whistleblower Policy, Nondiscrimination Policy, Membership Agreement, Authorization Letter, Group Exemption Status Notification to IRS, Group Exemption Status Notification to School, Group Exemption Status Withdrawn Notification to IRS, IRS Determination Letter, Acknowledgement & Commitment"
reczjTQ7xVgnwPjSy,Governance docs,Date,date,
recvqOIKYrb8fJ0ja,Governance docs,Charter,multipleRecordLinks,Charters
rectKgX2dfSfQNXHm,Governance docs,Document PDF,multipleAttachments,
rec6NXPYkmnliL2Xz,Governance docs,Doc Link,multilineText,
recHm4vYMh7yCnBZy,Governance docs,Doc notes,richText,
recxQEpZdWSg32f0h,Governance docs,Publication link,multilineText,
recCCD1zYNsG6QEFp,Governance docs,Short Name (from School),multipleLookupValues,
recaC0ARRWTTa64Wk,Governance docs,Created,createdTime,
recBo46zFHej9cszi,Governance docs,url-->pdf extension formula,url,
recUEd06UlaP1PDdK,Governance docs,EIN (from School),multipleLookupValues,
rect71ReB6r0kSBbw,990s,990 key,formula,"IF({Short Name (from School ID)},{Short Name (from School ID)},IF({Charter key},{Charter key},"""")) & "";"" & {990 Reporting Year}"
recQ41QpDwSeTrBoq,990s,990 Reporting Year,singleLineText,
recQ8IJ9ETsF8xVC5,990s,School,multipleRecordLinks,Schools
recc4a1qMwU1IAfJT,990s,PDF,multipleAttachments,
rec5oHnydo8gofI3r,990s,link,url,
rec0vvMT2nlSfZKf8,990s,Charter key,multipleRecordLinks,Charters
recA8dBvX7kweQiKZ,990s,EIN,multipleLookupValues,
recyaenxmP7LpkBAL,990s,Incorporation Date (from School ID),multipleLookupValues,
recEoGHu2vc1ag3gt,990s,Short Name (from School ID),multipleLookupValues,
reclfV4WabuCfltvT,990s,url-->pdf extension formula,formula,"SUBSTITUTE(SUBSTITUTE({link}, ""file/d/"", ""uc?export=download&id=""), ""/view?usp=drive_link"", "" "")"
recyT9safrvyQAQ0Z,990s,Group Exemption,multipleLookupValues,
recRljO8TBzqxVR9s,990s,Notes,multilineText,
rec1i622NA74Cyhlx,Loan payments,Payment key,formula,"IF({Short Name},{Short Name}&"";""&{Payment date},{School}&"";""&{Payment date})"
recjGhFICfXqtWjFT,Loan payments,School,multipleRecordLinks,Schools
rectHxRDir0tctVSS,Loan payments,Payment date,date,
reco8pbJXRyY6WQSX,Loan payments,Amount,currency,
recYgNpdlJcAF3LOG,Loan payments,Loan Report Name (from School ID),multipleLookupValues,
rec8UXZuGdWW7NcPV,Loan payments,Short Name,multipleLookupValues,
rec2oa0IC4mZ68vup,Events,Event Name,singleLineText,
recwtk1kjXsInULC0,Events,Date,date,
recFE1xo457uJcWlG,Events,Type,multipleRecordLinks,Event types
rec0FcHDzJ2PQfcHz,Events,Attendees,multipleRecordLinks,Event attendance
recpX6GYgDrFAIIOJ,Events,event_id,formula,RECORD_ID()
rec179u1lUM7LKi8r,Event attendance,Event Attendance key,formula,"{Event} & ""-"" & {Event Participant}"
rec8ju2mMaF4WYSfC,Event attendance,Time at event,number,
recElQ80RFuWCbUwI,Event attendance,Event Participant,multipleRecordLinks,Educators
recmELn3rDanWXO6a,Event attendance,Event,multipleRecordLinks,Events
recwVhaNbOFjwPTyj,Event attendance,Registered,checkbox,
recGpAoPTaYErJZOZ,Event attendance,Registration Date,date,
recHGYrsmKXkEJKPr,Event attendance,Attended,checkbox,
recNA71KcjVTOnZfk,Event attendance,Phone,phoneNumber,
recxSL8veygIdU7a5,Event attendance,educator_id,multipleLookupValues,
recAW1KY7fHgGWoM8,Event attendance,TL Stories Type,singleLineText,
recY2z3LhXj4O1sz7,Event attendance,TL Stories Race,singleLineText,
recW62s2EurGaBPR1,Event attendance,TL Stories School Target,singleLineText,
reclCrxTcsjR6fLAC,Event attendance,TL Stories Q1,multilineText,
recqf0BAIJz43yNvR,Event attendance,TL Stories Q2,multilineText,
recce4QCfklmiaMfk,Event attendance,Income Background (from Event Participant),multipleLookupValues,
recaUHuL1LJawYVHX,Event attendance,Household Income (from Event Participant),multipleLookupValues,
recRdC2c4QKdiRIql,Event attendance,Race & Ethnicity (from Event Participant),multipleLookupValues,
recsZpN5FVKL5tch2,Event attendance,Current School (from Event Participant),multipleLookupValues,
recENT3qPKRvsvviW,Event attendance,Educators at Schools (from Event Participant),multipleLookupValues,
reckqa7Rkvg9ieMaS,Event attendance,Assigned Partner (from Event Participant),multipleLookupValues,
rec3Ks7xy7o7NHsRk,Event attendance,Hub (from Event Participant),multipleLookupValues,
rec3tDvgFPkGREdcb,Event attendance,Age Classrooms Interested in Offering (from Event Participant),multipleLookupValues,
recD0sK3jaOeEhPrT,Event attendance,School Status (from Event Participant),multipleLookupValues,
recIBdGALFmYCp29D,Event attendance,Educator record created,multipleLookupValues,
recrtGxkauD1mFXIb,Event attendance,Montessori Certifications (from Event Participant),multipleLookupValues,
reczVCvfNnXCEabOP,Event attendance,Hub Name (from Event Participant),multipleLookupValues,
rec4tOGr9Y8528o4v,Event attendance,Stage (from Event Participant),multipleLookupValues,
rec2AZ8YciFnows2s,Event attendance,Status (from Event Participant),multipleLookupValues,
rec2P7YMysYAtq54B,Event attendance,Stage change from visioning to planning (from Event Participant),multipleLookupValues,
recxIrlkfLaBnh1ns,Event attendance,Stage change from Discovery to Visioning (from Event Participant),multipleLookupValues,
recnG06CMNcVLHu8s,Event attendance,CountofLoggedPlannings (from Event Participant),multipleLookupValues,
recSIVyIdN9DSofFl,Event attendance,CountofLoggedVisioning (from Event Participant),multipleLookupValues,
recxbEmGwYM1vn4Z3,Event attendance,CountofLoggedDiscover (from Event Participant),multipleLookupValues,
rec0L8LwoowB55fsu,Event attendance,When did they switch to visioning,multipleLookupValues,
recN8nOpulSycApmd,Event attendance,Primary Contact Email,multipleLookupValues,
recjvwW1VmgkvGWIG,Event attendance,SSJ Typeforms: Start a School (from Event Participant),multipleLookupValues,
rec1PNsPnRnuXp5rq,Event attendance,Source (from SSJ Typeforms: Start a School) (from Event Participant),multipleLookupValues,
recadjT1dWLXMt3su,Event attendance,needs spanish translation,checkbox,
reciGIQM956Wnjfqe,Event attendance,Event Type,multipleLookupValues,
recWbPbYB9LOj5pig,Event attendance,Started SSJ? (completed SSJ typeform),singleSelect,"Yes, No, N/A"
recJP8ScOybWiMnu5,Event attendance,Marketing source,multilineText,
recUzN2rd96yyCDyh,Event attendance,Network,multilineText,
recugxr9DTKMEYq3y,Event attendance,Age Classrooms Interested in Offering (from Event Participant) 2,multipleLookupValues,
recELsUDuMXI1bvpX,Event attendance,Created (from Event Participant),multipleLookupValues,
recX13gZPUQtlF5c6,Event attendance,Income Background (from Event Participant) 2,multipleLookupValues,
recVOiV0RrNvYeSju,Event attendance,Household Income (from Event Participant) 2,multipleLookupValues,
rec1AVTkZyeWZEsgN,Event attendance,Race & Ethnicity (from Event Participant) 2,multipleLookupValues,
recB5ItNaaMKsV4rE,Event attendance,Current School (from Event Participant) 2,multipleLookupValues,
recXi93G0SFtgevK5,Event attendance,Educators at Schools (from Event Participant) 2,multipleLookupValues,
recheMtonjjfSK0PN,Event attendance,Hub (from Event Participant) 2,multipleLookupValues,
rec1bL9XUtyQzcA4d,Event attendance,School Status (from Event Participant) 2,multipleLookupValues,
recjEYpqFRh3sMXlV,Event attendance,Montessori Certified (from Event Participant),multipleLookupValues,
recrdLbDN3qbslH6D,Event attendance,Assigned Partner (from Event Participant) 2,multipleLookupValues,
recDntsh3V43c37BZ,Event attendance,Stage (from Event Participant) 2,multipleLookupValues,
recOajfI2VlvPqizV,Event attendance,Status (from Event Participant) 2,multipleLookupValues,
recetjxPXmnrNh6Fv,Event attendance,Full Name (from Event Participant),multipleLookupValues,
recSh3DdbLrBqiryV,Event attendance,First visioning (from Event Participant),multipleLookupValues,
recPNB4PV7V1ZnWXJ,Event attendance,Field 10,singleSelect,"Montessori Guide, Parent / Guardian, Current/Emerging Wildflower Teacher Leader (have started the Visioning process), Classroom Teacher, School Administrator, Other, Wildflower Partner, Classroom Teacher, School Administrator, Montessori Guide, Current/Emerging Wildflower Teacher Leader (have started the Visioning process), Parent / Guardian"
rec8XmI50BbDVhaop,Event attendance,Field 11,singleSelect,"For me it is just a culture., South Asian, White, queer woman, I believe in an inclusive society which everyone feels accepted without any reference to the ethnicity, culture or other things., Asian, i identify myself As Hispanic., Hispanic, African American, n/a, Black Haitian American, Black, White, I am a queer Black woman., white, queer, white, White; she/her/hers, White woman, Caucasian, black, White, cis female, gay, I am an observant Jew and have worked in Jewish Montessori for many years, Asian American, white/ Caucasian, Emerging wildflower teacher/Decended from ling line if Scottish teachers...Decade of teaching Montessori teaching"
rec1j2q5zUF7lSL5e,Event attendance,Field 12,multilineText,
recl3YsJfWqI3Ixm1,Event attendance,Field 13,multilineText,
recLdiXmFajH7IpFV,Event attendance,Field 15,singleSelect,"No, Yes, N/A"
recGJcLmw7r4nNsol,Event attendance,Field 16,multilineText,
rec87oZXBK38Bf4Na,Event attendance,Field 17,multilineText,
rec6ki8O02Wo28JQd,Event attendance,Field 18,checkbox,
recdHiac59giDGWDz,Event attendance,SSJ Typeforms: Start a School,multipleRecordLinks,SSJ Typeforms: Start a School
recaBZQLd0ZiivmuX,Event attendance,Created date,multipleLookupValues,
rec5m4zOxSjEMYzb2,Event attendance,Entry Date (from Start a School form) (from Educators),multipleLookupValues,
recgtk7d7gYnRZcdX,Event attendance,Created (from Event Participant) 2,multipleLookupValues,
reclMNK167JzXtnQz,Event attendance,First visioning (from Event Participant) 2,multipleLookupValues,
recbOJd5SQY9PGoye,Mailing lists,Subscription ID,formula,"CONCATENATE({Type}, "": "", {Name})"
rec8Mljd3Ian3yFrS,Mailing lists,Record ID,formula,RECORD_ID()
recY0VIzY9Zfklc1r,Mailing lists,Type,singleSelect,Google Group
recHRmuvda2M9IZEI,Mailing lists,Name,singleLineText,
recKh3dgtcA3DbcxZ,Mailing lists,Google Group ID,singleLineText,
recSYuwKgeFKq4qLB,Mailing lists,Educators,multipleRecordLinks,Educators
rec9gUYWP67LorvnO,Mailing lists,Slug,singleLineText,
rec2yevpUeBDzUF0T,Mailing lists,Educator Log,singleLineText,
recnpit94UEF9ukcK,Montessori Certs,Montessori Cert key,formula,"CONCATENATE({Abbreviation}, "" - "",{Year Certified},"" - "", {Educator})"
rec8ejXjZ6cwYLo84,Montessori Certs,Year Certified,number,
recgm2QempJMwbIPR,Montessori Certs,Certification Levels,multipleRecordLinks,Montessori Cert Levels
recZG8uAKffmO6ldB,Montessori Certs,Certifier,multipleRecordLinks,Montessori Certifiers
recOIhRgkzmhyC0LQ,Montessori Certs,Certifier - Other,singleLineText,
reczQKavsSSa6IVm3,Montessori Certs,Educator,multipleRecordLinks,Educators
recRgYHg2WKPfe7vD,Montessori Certs,Certification Status,singleSelect,"Training, Certified, Paused, Not certified"
rec7ZQtzMpmUg37ny,Montessori Certs,montessori_cert_id,formula,RECORD_ID()
recZTHQGhH06o1DjO,Montessori Certs,Created,createdTime,
recgMFFQjdcoJZMrP,Montessori Certs,Abbreviation,multipleLookupValues,
recTYdvrdBnY7Pu7E,Montessori Certs,Montessori Certifiers copy,singleLineText,
recH6HDQdYEMyps5F,SSJ Typeforms: Start a School,Response ID,formula,{Email}
recHXY95rn5hfhf2Z,SSJ Typeforms: Start a School,First Name,singleLineText,
recePgvbncECZUwGZ,SSJ Typeforms: Start a School,Last Name,singleLineText,
recZFIAXcXxzroHi4,SSJ Typeforms: Start a School,Email,email,
recw5C3zc2g2WcbQg,SSJ Typeforms: Start a School,Is Montessori Certified,checkbox,
recVL4VtZu6EMOyL6,SSJ Typeforms: Start a School,Montessori Certification Year,number,
recgMFknYhXZtXyvu,SSJ Typeforms: Start a School,Montessori Certification Levels,singleLineText,
recTUyB0JHJab0AdJ,SSJ Typeforms: Start a School,School Location: City,singleLineText,
recz9t8EME4cwxy6o,SSJ Typeforms: Start a School,School Location: State,singleLineText,
recIh4FzBaAC1oAUJ,SSJ Typeforms: Start a School,School Location: Country,singleLineText,
recmdoL2CY8rW0eMU,SSJ Typeforms: Start a School,School Location: Community,singleLineText,
rec44lR8rzQU6D0fZ,SSJ Typeforms: Start a School,Contact Location: City,singleLineText,
rec6fWRLME4i1zyfJ,SSJ Typeforms: Start a School,Contact Location: State,singleLineText,
recTM0Uiz6ljX5lLi,SSJ Typeforms: Start a School,Contact Location: Country,singleLineText,
recIjDlqWg2ixNxS5,SSJ Typeforms: Start a School,Age Classrooms Interested In Offering,singleLineText,
recoBL6LT8FCSe3qD,SSJ Typeforms: Start a School,Socio-Economic: Race & Ethnicity,singleLineText,
recyvCB1ARV3g5ROJ,SSJ Typeforms: Start a School,Socio-Economic: Race & Ethnicity Other,singleLineText,
recFxzh7Prz4M9IEy,SSJ Typeforms: Start a School,Socio-Economic: Gender,singleLineText,
rechtNkeeO1tJEAEE,SSJ Typeforms: Start a School,Socio-Economic: Gender Other,singleLineText,
recUl089yFxagM4Xq,SSJ Typeforms: Start a School,Socio-Economic: Household Income,singleLineText,
recDS5nYdmMIeMcpx,SSJ Typeforms: Start a School,Socio-Economic: Primary Language,singleLineText,
recYUu6D6I2bR4iti,SSJ Typeforms: Start a School,Message,singleLineText,
recE3eqY8vfHj9TqA,SSJ Typeforms: Start a School,Receive Communications,checkbox,
recEDXzXCqSWwOHw4,SSJ Typeforms: Start a School,Created At,createdTime,
rec6diqMUh4P60tKC,SSJ Typeforms: Start a School,Educator,singleLineText,
recNW1b96dD9fUrAH,SSJ Typeforms: Start a School,Record ID,formula,RECORD_ID()
recqsIStr4ZW9jaGU,SSJ Typeforms: Start a School,Is Seeking Montessori Certification,checkbox,
recVONFGiUbM4CMkr,SSJ Typeforms: Start a School,Equity Reflection,singleLineText,
recj2qNqKcbCSoPGg,SSJ Typeforms: Start a School,Socio-Economic: Pronouns,singleLineText,
recv1Dnj6yXVr5FJK,SSJ Typeforms: Start a School,Socio-Economic: Pronouns Other,singleLineText,
recbKqhf2RF0hmdlS,SSJ Typeforms: Start a School,Socio-Economic: LGBTQIA Identifying,singleLineText,
recwjGoB2l0cE1nHB,SSJ Typeforms: Start a School,Has Interest in Joining Another School,checkbox,
rec5nCd1Juc4n4dWN,SSJ Typeforms: Start a School,Is Willing to Move,checkbox,
recznyw412MwOgJoF,SSJ Typeforms: Start a School,Montessori Certification Certifier,singleLineText,
reciI9yFmQa7TnX4s,SSJ Typeforms: Start a School,Source,singleLineText,
rec20R9wSCizNN22e,SSJ Typeforms: Start a School,Entry Date,dateTime,
recRiyu0h0pZHJEAr,SSJ Typeforms: Start a School,Tags,singleLineText,
recIGy2CPX344Ozxs,SSJ Typeforms: Start a School,Initial Interest in Governance Model,singleLineText,
recV2Sg1Tf2ZClueo,SSJ Typeforms: Start a School,Is Interested in Charter,checkbox,
recHKm5l5MiTo7oo5,SSJ Typeforms: Start a School,Event attendance,multipleRecordLinks,Event attendance
rec8JJzS9Onl7VdP7,SSJ Typeforms: Start a School,Record ID (from Event Participant) (from Event attendance),multipleLookupValues,
recloYzDlekfkm0y6,SSJ Typeforms: Start a School,Time at event (from Event attendance),multipleLookupValues,
rec6adGbxTTaXxSG7,SSJ Typeforms: Start a School,Attended (from Event attendance),multipleLookupValues,
rechCfqtxV7T8eD9w,SSJ Typeforms: Start a School,Registered (from Event attendance),multipleLookupValues,
rectG5o6FRnJHqoae,SSJ Typeforms: Start a School,School Location: Address,formula,"TRIM(
    CONCATENATE(
      IF({School Location: City}, {School Location: City}),
      IF({School Location: State}, "" "" & {School Location: State}),
      IF({School Location: Country}, "" "" & {School Location: Country})
  )
)"
recylp7VNYWVwfRrc,SSJ Typeforms: Start a School,Contact Location: Address,formula,"TRIM(
    CONCATENATE(
      IF({Contact Location: City}, {Contact Location: City}),
      IF({Contact Location: State}, "" "" & {Contact Location: State}),
      IF({Contact Location: Country}, "" "" & {Contact Location: Country})
  )
)"
recV59LGFJDXvOEqE,SSJ Typeforms: Start a School,Month,formula,"YEAR({Entry Date})&""-""&MONTH({Entry Date})"
reck7KkrLpn8VYZXb,SSJ Typeforms: Start a School,SSJ data on educators,singleLineText,
recz42LnI1uesGKJy,SSJ Typeforms: Start a School,Educators,multipleRecordLinks,Educators
recku8JlT2ExCVCUh,SSJ Typeforms: Start a School,SSJ Fillout Form: Get Involved,singleLineText,
recTeJRpcaqRR6D6S,SSJ Typeforms: Start a School,SSJ Fillout Form: Get Involved 2,singleLineText,
recyG75vf62gdNTUv,SSJ Typeforms: Start a School,SSJ Fillout Forms,multipleRecordLinks,SSJ Fillout Forms
recs9UXuwjiCQQur6,SSJ Fillout Forms,SSJ FIllout Form key,formula,"CONCATENATE({First Name}, "" "", {Last Name}, "" ("", DATETIME_FORMAT({Entry Date}, 'YYYY-MM-DD'), "")"")"
recfTRNnloxXWYoRf,SSJ Fillout Forms,First Name,singleLineText,
recQi0izrq4gNkdHM,SSJ Fillout Forms,Last Name,singleLineText,
recpIq5AMGPUNuEtR,SSJ Fillout Forms,Is Montessori Certified,formula,"IF({Montessori Cert Q},
  IF(OR({Montessori Cert Q}=""I have completed Montessori training"",{Montessori Cert Q}=""Trained""), ""Trained"",""Not trained""),
  IF({Montessori Certification Certifier 1},""Trained"",""Not trained""))"
rect5CnUF5WwNVhh0,SSJ Fillout Forms,Montessori Certification Year 1,number,
recsqszvHVPhexaLL,SSJ Fillout Forms,Montessori Certification Level 1,multipleRecordLinks,Montessori Cert Levels
reckEeooI71DMhyBP,SSJ Fillout Forms,City,singleLineText,
recbnjwza2cHRB98W,SSJ Fillout Forms,State,singleLineText,
rec8bi7TEsdx9hyvn,SSJ Fillout Forms,Country,singleLineText,
recDbiQty2xiNHGka,SSJ Fillout Forms,Age Classrooms Interested In Offering,multipleSelects,"Infant/Toddler, Primary/Early Childhood, 6-9 Elementary, 6-12 Elementary, 9-12 Elementary, 12-15 Secondary, 15-18 Secondary"
recBhrEh2OzLLaOw2,SSJ Fillout Forms,Socio-Economic: Race & Ethnicity,multipleSelects,"African-American, Afro-Caribbean or Black, American Indian or Alaska Native, Asian-American, Hispanic, Latino, or Spanish Origin, Middle Eastern or North African, Native Hawaiian or Other Pacific Islander, White, Other"
recpevsaIqXa4ErFH,SSJ Fillout Forms,Socio-Economic: Race & Ethnicity Other,singleLineText,
recFkg4iwjYYX81J1,SSJ Fillout Forms,Socio-Economic: Gender,singleSelect,"Female/Woman, Male/Man, Gender Non-Conforming, Prefer not to respond, Other"
recxxldoBf58LJoUv,SSJ Fillout Forms,Socio-Economic: Gender Other,singleLineText,
recDnfkPitoyl0fOL,SSJ Fillout Forms,Socio-Economic: Household Income,singleSelect,"Upper Income, Middle Income, Lower Income, Prefer not to respond"
recpmaJ60T4fJGY9O,SSJ Fillout Forms,Primary Language,singleSelect,"English, Spanish - Español, Japanese - 日本語, Mandarin - 中文, French - Français, Urdu - اُردُو, Portugese, Burmese - မြန်မာစာ, Cantonese - Gwóngdūng wá, Portuguese - Português, Arabic - العَرَبِيَّة, Hindi - हिन्दी, A not-listed or more specific language"
recFh7ez3kLeZOuAS,SSJ Fillout Forms,Message,singleLineText,
recGhim11p7eVlpyb,SSJ Fillout Forms,Receive Communications,singleSelect,"Yes, No"
rec7KiHi9mvcpi0uU,SSJ Fillout Forms,ssj_fillout_form_id,formula,RECORD_ID()
recwKfeMPkiagSFbe,SSJ Fillout Forms,Is Seeking Montessori Certification,formula,"IF(OR({Montessori Cert Q} = ""I am currently going through Montessori training"",{Montessori Cert Q} = ""I am interested in pursuing Montessori training""),""True"",""False"")"
recMGyV0Vj7AChTAs,SSJ Fillout Forms,Socio-Economic: Pronouns,singleSelect,"she/her/hers, he/him/his, they/them/theirs, other"
reczPOIZIcPVbMEkv,SSJ Fillout Forms,Socio-Economic: Pronouns Other,singleLineText,
recHLJ1WyIc61Z9kU,SSJ Fillout Forms,Montessori Certification Certifier 1,multipleRecordLinks,Montessori Certifiers
recHcIKUQcyBSauC4,SSJ Fillout Forms,Source,singleSelect,"Advertisement, Indeed, Direct Email, Media, RCG Talent Solutions, Conference (AMI), Conference (AMS), Conference - Montessori Other, Black Wildflowers Fund, Referred by Partner Organization, I Previously Worked at a Wildflower School, Social Media, Web Search (e.g., Google, ChatGPT), Referred by a Wildflower Teacher/Partner, Family/Friend, Word of Mouth, Other, ChatGPT"
recXgtEQHlMYjuhsJ,SSJ Fillout Forms,Entry Date,dateTime,
recEvAWSt9hI1yE1n,SSJ Fillout Forms,Montessori Certification Certifier 2,multipleRecordLinks,Montessori Certifiers
rec0FXRO3fZfqU2Hr,SSJ Fillout Forms,Montessori Certification Certifier 3,multipleRecordLinks,Montessori Certifiers
recRZLQUQBn53BFTF,SSJ Fillout Forms,Montessori Certification Certifier 4,multipleRecordLinks,Montessori Certifiers
recqBSnFRB2Iux6c4,SSJ Fillout Forms,Montessori Certification Year 2,number,
recRPUENSgmHuZUH6,SSJ Fillout Forms,Montessori Certification Year 3,number,
recCiDqh6JtZCktVg,SSJ Fillout Forms,Montessori Certification Year 4,number,
recx8DD723MhNcj6D,SSJ Fillout Forms,Montessori Certification Level 4,multipleRecordLinks,Montessori Cert Levels
reccbZuXyDnP09o78,SSJ Fillout Forms,Montessori Certification Level 3,multipleRecordLinks,Montessori Cert Levels
rec9vKEzWMgnxWkVo,SSJ Fillout Forms,Montessori Certification Level 2,multipleRecordLinks,Montessori Cert Levels
rec4V13X9DxxrZqRg,SSJ Fillout Forms,Educator Interests,multipleSelects,"Working at an open independent/private Wildflower school, Working at an open Wildflower public charter school site, Founding a new independent/private Wildflower school, Founding a new public charter site in an authorized Wildflower charter school, Founding a new public charter or joining a team founding a charter, Partnering with my local district to open a program, Founding or converting a lab school, Founding a homeschool program, Converting an existing education program into a Wildflower school, Leading a co-op, Other"
recCZKBKZEtPiWO3a,SSJ Fillout Forms,Community Member Interest,singleLineText,
recsES28RLPdSDRJC,SSJ Fillout Forms,Community Member Support Finding Teachers,checkbox,
recwxxB39nVELxRii,SSJ Fillout Forms,Community Member Community Info,multilineText,
recDBZ9COulKrwRE7,SSJ Fillout Forms,Community Member Self Info,multilineText,
recKAr3DsVjg8sbPT,SSJ Fillout Forms,Primary Language Other,singleLineText,
rectQlENOKn4bQC7d,SSJ Fillout Forms,Contact Type,singleSelect,"Community member, Educator, Property owner"
reca5T3h1lKFc30sT,SSJ Fillout Forms,Educator Interests Other,singleLineText,
recjegbY2NTrq3L6t,SSJ Fillout Forms,Marketing Campaign,singleLineText,
recEYRfRjYw7p6H32,SSJ Fillout Forms,Marketing Source,singleLineText,
recLuTNP2KDlOOvrj,SSJ Fillout Forms,Target Geography,formula,"TRIM(
  IF(
  {City Standardized},{City Standardized}
   &
  IF(
    {State Standardized},
    "", "" & {State Standardized},""""),
    """"
  ) &
  IF(
    AND({Country}, {Country} != ""United States""),
    "", "" & TRIM({Country}),
    """"
  ),
  BLANK()
)"
recmj4BCN8MW1WbqB,SSJ Fillout Forms,Month (for leads per month report),formula,"YEAR({Entry Date}) & ""-"" & MONTH({Entry Date})"
rec9HyEW11epEJYpm,SSJ Fillout Forms,Montessori Cert Q,singleSelect,"I have completed Montessori training, I have completed a Montessori training but I need another for my target age level, I am currently going through Montessori training, I am interested in pursuing Montessori training, None of the above"
recIHxEBHngAnueYE,SSJ Fillout Forms,Temp - M Cert Cert 1,singleLineText,
reccLhY7obIDOaEG8,SSJ Fillout Forms,Temp - M Cert Year 1,number,
rec8YKfWgShhfzhlK,SSJ Fillout Forms,Temp - M Cert Level 1,singleLineText,
recNdVmBBFhjj8rLP,SSJ Fillout Forms,Temp - M Cert Cert 2,singleLineText,
reccdgCkFwmce0C1q,SSJ Fillout Forms,Temp - M Cert Year 2,number,
recdU0ndC4ZxhR5Rv,SSJ Fillout Forms,Temp - M Cert Level 2,singleLineText,
recr1AlosCnfu99On,SSJ Fillout Forms,Temp - M Cert Cert 3,singleLineText,
recPHXkKJgswJNxDr,SSJ Fillout Forms,Temp - M Cert Year 3,number,
recG0NLA5uDgVJ3Rm,SSJ Fillout Forms,Temp - M Cert Level 3,singleLineText,
recSsjjOmk85PKcRV,SSJ Fillout Forms,Temp - M Cert Cert 4,singleLineText,
recswFn1Je3mXWRYs,SSJ Fillout Forms,Temp - M Cert Year 4,number,
rec8wfRbZSvg4ajU6,SSJ Fillout Forms,Temp - M Cert Level 4,singleLineText,
recgfFZvKUbKRNe9V,SSJ Fillout Forms,City 2,singleLineText,
recpCXINJkuLZv85v,SSJ Fillout Forms,State 2,singleLineText,
recb65iaoCBMr6tOb,SSJ Fillout Forms,Country 2,singleLineText,
recxfxZWVbGA9KXCx,SSJ Fillout Forms,Source - other,singleLineText,
recTGfRl19OaZyB8R,SSJ Fillout Forms,Educators,multipleRecordLinks,Educators
recMTl3aUbOW5bhBt,SSJ Fillout Forms,Assigned Partner (from Educators),multipleLookupValues,
recgIgPncGcNb8Yin,SSJ Fillout Forms,Gender standardized,formula,"IF({Socio-Economic: Gender}=""Male/Man"",""Male"",
  IF({Socio-Economic: Gender}=""Female/Woman"", ""Female"",
    IF({Socio-Economic: Gender}=""Gender Non-Conforming"",""Gender Non-Conforming"",
      IF({Socio-Economic: Gender}=""Other"",""Other"",""""))))"
recvB7JiCyXyt2ED9,SSJ Fillout Forms,Contact Type standardized,formula,"IF({Contact Type}=""An educator interested in becoming a Teacher and/or School Leader"",""Educator"",""Community Member"")"
recalzhEYETIeZQW6,SSJ Fillout Forms,SendGrid template id,singleLineText,
recBP5jUbMTuvS7mP,SSJ Fillout Forms,SendGrid sent date,date,
recH6XjbLeMGyGbD1,SSJ Fillout Forms,SendGrid manual,button,
recagu2SZ0w9BeAsQ,SSJ Fillout Forms,Routed To,singleLineText,
recS4uniilDhrAiYW,SSJ Fillout Forms,Assigned Partner Override,singleSelect,"daniela.vasan@wildflowerschools.org, N/A, rachel.kelley-cohn@wildflowerschools.org, jeana.olszewski@wildflowerschools.org, angelica@wildflowerschools.org, Brent Locke, DUPLICATE"
recfEFHMTpgIjKA8L,SSJ Fillout Forms,Email sent by Initial Outreacher?,singleSelect,"Yes, No, n/a"
rec2pnDXhot2TDLAR,SSJ Fillout Forms,One on one status,singleSelect,"Prospect did not reply to outreach, Scheduling, Scheduled, Completed, Prospect did not attend, Not Interested, N/A"
recC8xzg5uFPJwuuo,SSJ Fillout Forms,Full Name,formula,"{First Name} & "" "" & {Last Name}"
rec5CFN5EQUaduErp,SSJ Fillout Forms,Status of Processing Montessori Certs,singleSelect,"Completed, Not Completed"
rec1OloEueshxZSqK,SSJ Fillout Forms,State Standardized,aiText,
